고객ID,성별,결제수단,거주지,회원등급,만족도,최근접속시간(시),선호제품군_적정온도,나이,구매수량,총결제금액
CUST_5316,여성,간편결제,경기,Gold,4,13,23.6,38,40,216569
CUST_5317,남성,간편결제,서울,Silver,3,4,31.6,19,3,880953
CUST_5318,기타,간편결제,서울,Gold,1,2,17.4,40,29,957340
CUST_5319,남성,휴대폰결제,경기,Silver,5,2,24.8,40,41,456564
CUST_5320,여성,간편결제,부산,VVIP,3,3,19.5,39,31,885140
CUST_5321,남성,계좌이체,대구,Gold,5,1,26.2,27,27,503727
CUST_5322,기타,계좌이체,경기,Silver,3,0,20.0,61,24,598843
CUST_5323,여성,휴대폰결제,경기,Silver,4,23,18.1,42,20,65104
CUST_5324,남성,간편결제,서울,VIP,5,7,26.5,28,36,950865
CUST_5325,남성,휴대폰결제,광주,Silver,1,7,17.5,47,32,249198
CUST_5326,기타,간편결제,광주,VIP,5,15,12.9,36,10,149248
CUST_5327,여성,휴대폰결제,경기,Bronze,3,13,17.4,56,15,862725
CUST_5328,남성,간편결제,경기,Silver,1,13,23.1,27,8,646370
CUST_5329,남성,신용카드,경기,Bronze,2,6,27.0,30,37,331674
CUST_5330,여성,신용카드,광주,Bronze,5,8,20.6,35,17,673263
CUST_5331,기타,신용카드,대구,Silver,3,11,26.6,51,48,788627
CUST_5332,남성,신용카드,광주,Silver,3,18,13.2,44,45,693380
CUST_5333,기타,계좌이체,대구,Bronze,2,10,17.8,41,2,739669
CUST_5334,남성,간편결제,경기,Silver,1,21,18.6,29,38,561642
CUST_5335,여성,간편결제,광주,Silver,3,22,19.4,30,31,803481
CUST_5336,여성,간편결제,서울,VVIP,3,7,20.4,55,48,408722
CUST_5337,남성,신용카드,서울,VIP,1,10,23.5,60,44,831557
CUST_5338,남성,휴대폰결제,대구,VIP,4,14,17.8,42,4,573537
CUST_5339,여성,휴대폰결제,부산,VVIP,1,16,20.7,65,12,637677
CUST_5340,기타,휴대폰결제,경기,Gold,3,8,19.8,34,5,150841
CUST_5341,여성,신용카드,부산,VVIP,4,11,15.4,49,3,679644
CUST_5342,기타,신용카드,부산,Gold,5,17,19.4,43,30,909062
CUST_5343,기타,휴대폰결제,부산,VVIP,5,0,19.3,66,41,176922
CUST_5344,기타,간편결제,부산,Silver,1,20,19.2,20,20,617629
CUST_5345,기타,간편결제,서울,Gold,2,4,20.2,63,47,186182
CUST_5346,여성,계좌이체,경기,VIP,5,12,20.4,43,39,252907
CUST_5347,기타,신용카드,서울,Silver,1,16,17.8,47,10,502026
CUST_5348,남성,휴대폰결제,서울,VVIP,5,13,26.4,50,31,768287
CUST_5349,남성,간편결제,서울,VVIP,5,15,14.2,45,10,461913
CUST_5350,여성,간편결제,서울,Bronze,3,20,16.4,61,36,632060
CUST_5351,기타,휴대폰결제,광주,Bronze,4,1,33.9,25,14,885783
CUST_5352,기타,신용카드,경기,VVIP,2,18,14.8,34,2,800423
CUST_5353,여성,계좌이체,경기,Gold,1,20,13.2,47,21,325328
CUST_5354,남성,휴대폰결제,경기,Gold,3,20,23.7,35,24,566253
CUST_5355,남성,간편결제,부산,Gold,4,23,9.6,35,5,348257
CUST_5356,여성,휴대폰결제,광주,Bronze,4,13,18.8,38,34,531774
CUST_5357,기타,간편결제,대구,VIP,5,0,30.7,35,48,609621
CUST_5358,여성,계좌이체,부산,VVIP,1,10,12.3,34,15,541891
CUST_5359,기타,간편결제,부산,Silver,2,2,10.1,67,32,61593
CUST_5360,남성,휴대폰결제,서울,Gold,5,1,12.5,52,29,128630
CUST_5361,남성,휴대폰결제,광주,Bronze,3,16,24.5,63,10,848707
CUST_5362,여성,휴대폰결제,부산,Gold,1,16,25.6,35,7,765401
CUST_5363,남성,계좌이체,부산,VVIP,1,11,17.4,33,44,196234
CUST_5364,여성,휴대폰결제,광주,VVIP,2,14,23.4,47,33,916522
CUST_5365,기타,계좌이체,대구,Silver,3,13,27.0,37,3,96699
CUST_5366,여성,휴대폰결제,서울,Gold,1,15,28.9,70,47,106128
CUST_5367,여성,휴대폰결제,경기,Silver,2,16,18.8,41,38,719851
CUST_5368,여성,간편결제,광주,VVIP,2,12,8.5,33,48,270824
CUST_5369,여성,휴대폰결제,광주,VVIP,2,5,15.9,64,12,436140
CUST_5370,기타,신용카드,부산,Silver,4,9,17.9,24,47,873767
CUST_5371,남성,신용카드,서울,Gold,5,22,18.7,56,44,431804
CUST_5372,남성,신용카드,경기,Silver,5,12,19.1,57,41,234880
CUST_5373,여성,계좌이체,광주,Bronze,3,7,25.6,33,43,792080
CUST_5374,기타,계좌이체,부산,VVIP,4,12,26.4,54,30,656780
CUST_5375,남성,신용카드,광주,Silver,3,19,19.1,19,16,382792
CUST_5376,남성,간편결제,광주,Silver,2,20,25.5,54,50,678658
CUST_5377,남성,간편결제,대구,VIP,2,5,21.8,46,11,211024
CUST_5378,남성,간편결제,광주,Bronze,4,3,20.3,22,31,755662
CUST_5379,여성,신용카드,대구,VIP,5,5,24.5,70,5,630036
CUST_5380,기타,계좌이체,대구,VIP,2,5,20.4,57,15,967319
CUST_5381,남성,신용카드,경기,Silver,4,2,30.3,40,25,636991
CUST_5382,여성,휴대폰결제,경기,VIP,3,3,12.8,31,3,481263
CUST_5383,기타,간편결제,광주,VIP,5,13,17.4,38,49,712397
CUST_5384,남성,신용카드,광주,VIP,3,1,19.4,60,11,640239
CUST_5385,기타,간편결제,광주,VVIP,4,20,22.2,54,43,40661
CUST_5386,기타,휴대폰결제,광주,Silver,3,12,26.3,67,11,245917
CUST_5387,남성,신용카드,부산,VVIP,2,2,19.9,56,12,875716
CUST_5388,남성,휴대폰결제,경기,Bronze,2,13,12.9,69,47,613836
CUST_5389,여성,휴대폰결제,서울,VIP,4,15,24.2,58,23,826890
CUST_5390,기타,신용카드,경기,Silver,3,4,23.8,28,19,905533
CUST_5391,남성,휴대폰결제,부산,VIP,1,3,10.3,19,45,84735
CUST_5392,남성,신용카드,서울,Silver,2,16,20.0,70,40,845007
CUST_5393,남성,간편결제,부산,Silver,5,15,12.0,30,46,418240
CUST_5394,기타,휴대폰결제,광주,VIP,2,6,16.7,67,40,387077
CUST_5395,기타,휴대폰결제,대구,Bronze,1,22,15.5,36,43,854690
CUST_5396,기타,계좌이체,부산,Bronze,2,16,24.0,58,28,103316
CUST_5397,여성,간편결제,광주,VIP,5,2,20.6,28,13,192744
CUST_5398,남성,간편결제,대구,Bronze,4,21,13.6,52,1,34682
CUST_5399,기타,간편결제,서울,Silver,2,6,24.4,28,15,950642
CUST_5400,여성,신용카드,부산,VIP,5,3,12.8,46,23,495183
CUST_5401,여성,간편결제,대구,Silver,3,15,21.7,37,3,313141
CUST_5402,남성,계좌이체,대구,VIP,1,4,15.9,56,27,20813
CUST_5403,여성,신용카드,부산,Silver,4,9,18.2,38,11,987101
CUST_5404,여성,신용카드,부산,VIP,5,19,22.5,66,1,96370
CUST_5405,기타,계좌이체,대구,VIP,3,10,22.6,40,39,166174
CUST_5406,남성,휴대폰결제,서울,Gold,4,9,26.7,61,37,383437
CUST_5407,기타,계좌이체,대구,Silver,2,8,19.6,27,38,168262
CUST_5408,여성,신용카드,서울,VIP,4,6,21.5,60,43,62515
CUST_5409,남성,신용카드,서울,VVIP,4,18,17.8,56,27,407841
CUST_5410,기타,휴대폰결제,광주,Gold,1,12,20.9,48,11,556337
CUST_5411,남성,신용카드,대구,Gold,5,20,22.2,31,33,764195
CUST_5412,여성,계좌이체,대구,Gold,2,6,19.5,55,10,949086
CUST_5413,남성,휴대폰결제,경기,Bronze,5,3,11.0,19,41,159609
CUST_5414,기타,신용카드,부산,Silver,3,3,21.7,64,41,875478
CUST_5415,기타,계좌이체,서울,Gold,1,13,21.8,40,50,97852
CUST_5416,남성,신용카드,경기,Gold,4,9,16.6,33,7,314388
CUST_5417,여성,간편결제,서울,Gold,5,0,13.6,48,22,64381
CUST_5418,기타,휴대폰결제,광주,Gold,3,23,27.4,39,9,281752
CUST_5419,남성,휴대폰결제,서울,Silver,5,9,22.5,21,1,527464
CUST_5420,여성,계좌이체,광주,VIP,1,22,18.9,56,7,653714
CUST_5421,여성,간편결제,대구,Bronze,3,13,14.3,60,9,185774
CUST_5422,남성,신용카드,부산,VVIP,3,12,15.9,22,50,263416
CUST_5423,여성,휴대폰결제,대구,VVIP,2,3,26.5,31,34,57861
CUST_5424,남성,휴대폰결제,서울,VIP,1,9,20.7,59,18,69284
CUST_5425,여성,계좌이체,경기,VIP,3,14,17.2,55,45,743880
CUST_5426,남성,휴대폰결제,서울,Bronze,5,13,22.5,35,28,104431
CUST_5427,기타,간편결제,대구,VVIP,1,10,15.9,24,26,235623
CUST_5428,여성,계좌이체,경기,VIP,3,2,27.5,34,49,165921
CUST_5429,남성,간편결제,대구,Silver,4,19,26.8,41,18,154002
CUST_5430,여성,휴대폰결제,서울,VVIP,5,2,17.7,29,50,18797
CUST_5431,기타,신용카드,대구,Gold,5,10,16.9,65,2,729889
CUST_5432,남성,휴대폰결제,경기,VIP,4,4,6.9,35,42,477517
CUST_5433,기타,계좌이체,부산,Silver,2,1,12.6,28,20,113510
CUST_5434,남성,휴대폰결제,광주,VVIP,2,20,13.3,56,32,205355
CUST_5435,남성,간편결제,서울,Bronze,5,0,20.7,31,31,676647
CUST_5436,기타,휴대폰결제,서울,Gold,1,13,18.4,68,28,395957
CUST_5437,여성,계좌이체,부산,Gold,2,16,13.3,33,6,137370
CUST_5438,기타,신용카드,광주,Bronze,1,10,18.6,28,44,418021
CUST_5439,여성,간편결제,경기,VIP,3,14,22.5,69,2,174245
CUST_5440,여성,계좌이체,대구,Silver,3,3,22.6,36,32,96282
CUST_5441,남성,신용카드,대구,VVIP,5,16,10.5,57,12,760152
CUST_5442,여성,휴대폰결제,서울,Bronze,5,16,19.4,58,24,95591
CUST_5443,여성,계좌이체,서울,VIP,2,14,13.1,60,13,996563
CUST_5444,여성,간편결제,광주,VIP,2,20,24.5,67,29,222417
CUST_5445,남성,신용카드,경기,Gold,2,14,23.9,34,28,416561
CUST_5446,여성,계좌이체,부산,Silver,2,11,15.5,45,19,178472
CUST_5447,남성,휴대폰결제,경기,Gold,2,3,16.2,42,41,796443
CUST_5448,남성,계좌이체,광주,VIP,3,14,17.7,32,9,732120
CUST_5449,남성,휴대폰결제,광주,Gold,5,16,8.7,30,40,904621
CUST_5450,남성,계좌이체,부산,Silver,1,4,21.7,37,32,272010
CUST_5451,여성,휴대폰결제,대구,Gold,5,4,18.6,60,27,586742
CUST_5452,기타,휴대폰결제,대구,Silver,5,17,24.9,70,24,908291
CUST_5453,기타,휴대폰결제,경기,VIP,4,10,14.5,32,45,883752
CUST_5454,여성,계좌이체,부산,Gold,2,14,16.9,56,35,218700
CUST_5455,기타,신용카드,광주,Bronze,4,9,12.5,51,42,845239
CUST_5456,여성,계좌이체,부산,Bronze,2,3,15.0,25,4,829312
CUST_5457,여성,신용카드,대구,VVIP,5,4,14.1,47,4,947444
CUST_5458,기타,간편결제,광주,VVIP,4,14,25.0,45,16,152045
CUST_5459,여성,휴대폰결제,부산,VVIP,2,1,16.5,53,33,744929
CUST_5460,남성,간편결제,경기,Gold,5,17,20.6,38,27,285979
CUST_5461,남성,계좌이체,경기,Bronze,1,11,18.1,61,18,569599
CUST_5462,기타,휴대폰결제,서울,VVIP,2,21,13.7,26,23,533943
CUST_5463,기타,신용카드,대구,Silver,2,20,19.2,27,26,475294
CUST_5464,여성,신용카드,부산,Gold,5,6,23.0,38,13,607898
CUST_5465,여성,계좌이체,서울,Bronze,1,12,14.0,29,27,910020
CUST_5466,여성,신용카드,대구,VVIP,2,17,24.0,27,2,524032
CUST_5467,남성,간편결제,서울,VVIP,1,3,15.8,23,6,157187
CUST_5468,남성,계좌이체,서울,Bronze,1,1,17.6,53,39,427357
CUST_5469,남성,신용카드,대구,Silver,3,9,22.7,40,16,58599
CUST_5470,여성,휴대폰결제,광주,VIP,2,22,16.7,40,8,153274
CUST_5471,여성,계좌이체,서울,VIP,2,8,20.2,37,33,451760
CUST_5472,남성,휴대폰결제,부산,Gold,1,4,18.4,67,13,589547
CUST_5473,기타,간편결제,광주,VVIP,4,17,20.6,66,9,465603
CUST_5474,남성,간편결제,광주,VIP,5,18,8.1,56,10,437968
CUST_5475,남성,간편결제,부산,VVIP,2,10,10.9,63,24,301188
CUST_5476,기타,휴대폰결제,광주,VVIP,1,6,23.1,57,24,510174
CUST_5477,남성,신용카드,광주,Gold,3,2,25.2,47,32,393891
CUST_5478,남성,신용카드,광주,Silver,3,8,15.4,46,49,975548
CUST_5479,여성,간편결제,광주,Bronze,2,17,18.8,22,37,603006
CUST_5480,기타,간편결제,서울,Gold,4,19,21.5,54,27,672350
CUST_5481,기타,휴대폰결제,광주,VIP,1,20,23.5,41,22,682968
CUST_5482,여성,휴대폰결제,대구,VIP,2,9,9.9,37,38,624468
CUST_5483,여성,계좌이체,광주,VIP,2,13,15.6,55,10,711557
CUST_5484,기타,계좌이체,서울,Silver,2,7,18.3,22,4,330965
CUST_5485,여성,신용카드,경기,VIP,2,15,23.5,48,47,763530
CUST_5486,남성,휴대폰결제,경기,Gold,1,20,32.5,52,42,657431
CUST_5487,여성,휴대폰결제,경기,Silver,2,5,18.9,33,39,63833
CUST_5488,기타,신용카드,대구,Bronze,5,5,13.0,62,27,671743
CUST_5489,기타,신용카드,경기,Silver,1,3,22.0,49,4,424193
CUST_5490,기타,간편결제,부산,Bronze,4,20,26.6,33,14,75888
CUST_5491,여성,휴대폰결제,대구,Gold,4,1,20.5,28,11,262381
CUST_5492,기타,휴대폰결제,대구,Silver,3,4,15.5,30,35,234728
CUST_5493,여성,신용카드,부산,VIP,3,11,24.8,64,23,247502
CUST_5494,남성,간편결제,부산,Gold,2,12,23.3,52,39,750554
CUST_5495,기타,휴대폰결제,대구,VIP,2,14,14.9,56,15,789672
CUST_5496,남성,간편결제,서울,Silver,3,12,21.9,48,17,308234
CUST_5497,남성,간편결제,서울,Silver,4,17,25.0,29,20,98369
CUST_5498,남성,계좌이체,대구,VIP,1,15,25.9,63,32,174207
CUST_5499,남성,신용카드,대구,VVIP,3,8,19.7,57,15,179600
CUST_5500,기타,휴대폰결제,서울,VVIP,5,16,18.2,43,24,81099
CUST_5501,기타,간편결제,경기,Gold,2,23,26.1,68,38,552099
CUST_5502,여성,계좌이체,광주,VVIP,5,6,13.9,66,8,225253
CUST_5503,여성,계좌이체,서울,Gold,4,15,22.2,69,25,583293
CUST_5504,기타,신용카드,대구,VIP,3,12,13.1,60,12,66828
CUST_5505,기타,휴대폰결제,대구,Bronze,3,17,25.3,47,49,587314
CUST_5506,기타,간편결제,부산,Bronze,5,2,18.7,56,46,339691
CUST_5507,여성,계좌이체,서울,VIP,1,20,26.3,19,30,439858
CUST_5508,여성,신용카드,대구,VVIP,3,14,22.5,66,27,481337
CUST_5509,남성,신용카드,광주,Gold,1,22,13.9,41,6,161752
CUST_5510,남성,간편결제,서울,VVIP,5,10,27.1,59,50,48397
CUST_5511,남성,간편결제,경기,Bronze,1,11,27.8,55,18,579319
CUST_5512,남성,계좌이체,광주,VVIP,5,22,24.4,64,11,71507
CUST_5513,남성,휴대폰결제,대구,VVIP,4,16,16.2,67,36,340545
CUST_5514,기타,간편결제,서울,Silver,5,10,18.5,53,23,988674
CUST_5515,남성,간편결제,광주,VIP,5,15,20.7,30,30,462674
CUST_5516,남성,휴대폰결제,광주,VVIP,5,21,16.5,30,39,608400
CUST_5517,여성,신용카드,부산,Gold,5,9,28.5,49,19,198118
CUST_5518,남성,휴대폰결제,서울,Gold,3,19,20.7,67,35,836256
CUST_5519,기타,휴대폰결제,부산,VVIP,3,15,6.5,22,39,658880
CUST_5520,남성,신용카드,부산,Silver,2,7,21.7,67,49,354683
CUST_5521,남성,계좌이체,경기,Bronze,3,23,18.3,38,34,168230
CUST_5522,여성,휴대폰결제,부산,Silver,5,9,19.6,30,5,126833
CUST_5523,여성,신용카드,대구,VVIP,1,7,18.2,27,50,621927
CUST_5524,남성,간편결제,경기,Gold,3,20,24.0,37,48,277215
CUST_5525,기타,휴대폰결제,경기,VIP,5,18,25.6,46,14,294010
CUST_5526,남성,휴대폰결제,광주,VIP,5,12,21.4,39,29,111770
CUST_5527,여성,신용카드,대구,Silver,2,20,18.3,37,26,720402
CUST_5528,기타,휴대폰결제,광주,Bronze,5,2,19.8,24,49,715539
CUST_5529,기타,신용카드,광주,Silver,3,2,20.1,39,37,316572
CUST_5530,기타,휴대폰결제,광주,Silver,4,3,16.0,38,22,932646
CUST_5531,여성,휴대폰결제,경기,Gold,5,8,22.9,31,15,884689
CUST_5532,남성,휴대폰결제,광주,VVIP,4,23,22.3,29,10,921970
CUST_5533,기타,신용카드,대구,Gold,2,18,27.7,39,43,503996
CUST_5534,기타,신용카드,부산,Gold,5,11,26.3,29,50,138467
CUST_5535,남성,신용카드,부산,VVIP,5,10,16.6,34,41,860175
CUST_5536,여성,간편결제,부산,VVIP,1,15,24.1,32,35,695305
CUST_5537,기타,간편결제,서울,VVIP,5,0,15.2,47,28,263393
CUST_5538,남성,신용카드,광주,VIP,4,3,23.5,22,2,470554
CUST_5539,기타,계좌이체,경기,VIP,5,2,17.4,60,42,702715
CUST_5540,기타,계좌이체,서울,Bronze,4,14,14.9,55,31,148090
CUST_5541,남성,휴대폰결제,대구,Silver,4,20,21.4,44,38,14088
CUST_5542,기타,신용카드,경기,Gold,4,0,6.6,61,1,100192
CUST_5543,남성,간편결제,부산,VVIP,1,7,11.2,62,8,706677
CUST_5544,기타,계좌이체,경기,VIP,5,15,19.1,23,27,451374
CUST_5545,남성,신용카드,경기,Bronze,2,15,20.4,44,7,212046
CUST_5546,기타,계좌이체,대구,Gold,2,16,18.2,25,44,297086
CUST_5547,기타,계좌이체,경기,Silver,5,16,12.1,49,45,562993
CUST_5548,남성,간편결제,대구,Gold,3,23,15.9,54,40,572674
CUST_5549,여성,신용카드,부산,Silver,5,22,22.0,55,19,720716
CUST_5550,여성,계좌이체,대구,Silver,4,1,22.9,40,25,362822
CUST_5551,여성,휴대폰결제,광주,Silver,4,4,19.9,50,5,954959
CUST_5552,기타,신용카드,대구,VVIP,2,3,25.8,60,43,698936
CUST_5553,기타,간편결제,부산,VIP,4,9,22.0,53,20,70172
CUST_5554,남성,간편결제,경기,Bronze,2,4,16.3,20,11,936358
CUST_5555,남성,신용카드,광주,VIP,2,1,18.6,54,6,21609
CUST_5556,기타,계좌이체,광주,VVIP,4,4,13.0,62,18,570755
CUST_5557,여성,신용카드,경기,Gold,4,7,19.5,41,33,831449
CUST_5558,여성,휴대폰결제,부산,Gold,1,5,25.6,39,30,308839
CUST_5559,남성,휴대폰결제,대구,Silver,3,13,23.4,66,15,509774
CUST_5560,남성,계좌이체,경기,Bronze,4,7,27.0,26,24,736052
CUST_5561,기타,간편결제,광주,Bronze,5,7,18.5,24,20,213851
CUST_5562,여성,계좌이체,부산,Gold,2,16,26.7,34,25,39672
CUST_5563,여성,휴대폰결제,광주,Gold,3,7,19.0,37,27,220770
CUST_5564,기타,간편결제,광주,VIP,3,13,27.4,39,27,91459
CUST_5565,남성,계좌이체,경기,Gold,3,23,19.9,57,22,233381
CUST_5566,기타,간편결제,경기,Gold,2,20,23.5,47,12,278721
CUST_5567,남성,간편결제,서울,VVIP,4,10,27.4,21,43,575174
CUST_5568,남성,휴대폰결제,서울,Bronze,1,15,19.0,19,15,523089
CUST_5569,기타,신용카드,경기,Bronze,4,4,21.1,70,17,702089
CUST_5570,남성,신용카드,대구,Bronze,3,9,26.4,65,40,502135
CUST_5571,여성,신용카드,서울,VVIP,1,2,19.3,68,33,161070
CUST_5572,기타,간편결제,서울,Gold,4,12,13.4,21,45,674091
CUST_5573,기타,계좌이체,부산,VIP,5,6,30.7,30,50,209520
CUST_5574,여성,계좌이체,광주,VVIP,3,18,17.7,48,48,645819
CUST_5575,기타,간편결제,광주,Gold,1,2,20.8,63,13,51850
CUST_5576,남성,간편결제,광주,Silver,5,21,25.8,44,28,968871
CUST_5577,기타,간편결제,부산,VVIP,2,7,17.0,20,46,530662
CUST_5578,남성,휴대폰결제,경기,Gold,5,13,15.0,42,11,587894
CUST_5579,여성,휴대폰결제,서울,VIP,3,17,21.3,55,46,880311
CUST_5580,여성,휴대폰결제,부산,VVIP,5,13,11.0,70,25,959091
CUST_5581,기타,간편결제,서울,VIP,1,8,18.6,34,12,566789
CUST_5582,남성,신용카드,부산,Bronze,4,18,21.2,21,28,827731
CUST_5583,남성,계좌이체,광주,Silver,5,19,18.7,41,41,14895
CUST_5584,기타,신용카드,대구,Bronze,5,11,12.3,26,40,499932
CUST_5585,여성,신용카드,대구,Silver,4,7,28.0,53,8,628246
CUST_5586,여성,휴대폰결제,경기,Bronze,2,6,20.5,19,15,763174
CUST_5587,기타,신용카드,경기,VVIP,2,3,27.2,66,24,897131
CUST_5588,기타,신용카드,경기,VIP,4,12,18.7,31,28,785236
CUST_5589,남성,간편결제,경기,Gold,2,20,15.6,25,32,356793
CUST_5590,남성,계좌이체,경기,Gold,3,3,21.3,62,47,351540
CUST_5591,기타,휴대폰결제,대구,Bronze,3,18,18.9,31,50,890351
CUST_5592,남성,간편결제,경기,Gold,1,12,14.1,21,13,609772
CUST_5593,기타,간편결제,광주,Gold,5,0,27.3,50,42,493927
CUST_5594,기타,계좌이체,부산,Gold,1,5,16.9,60,2,450868
CUST_5595,여성,계좌이체,서울,VIP,4,21,10.8,51,37,198761
CUST_5596,여성,계좌이체,경기,Gold,2,17,26.6,54,9,23275
CUST_5597,여성,신용카드,광주,VVIP,5,0,17.5,55,6,562928
CUST_5598,기타,간편결제,경기,Bronze,3,22,17.0,55,28,853413
CUST_5599,남성,신용카드,경기,Silver,2,6,11.2,46,14,827169
CUST_5600,남성,간편결제,광주,VIP,3,1,28.7,57,44,348259
CUST_5601,기타,간편결제,광주,Gold,1,9,13.6,23,40,392643
CUST_5602,여성,신용카드,경기,Silver,5,15,20.3,60,39,263426
CUST_5603,여성,계좌이체,부산,Silver,3,13,24.6,58,21,824246
CUST_5604,기타,휴대폰결제,경기,Bronze,3,11,22.1,63,3,76353
CUST_5605,남성,신용카드,부산,Gold,5,14,19.7,27,48,341660
CUST_5606,남성,계좌이체,대구,VVIP,2,12,11.5,30,49,309559
CUST_5607,여성,계좌이체,광주,Gold,3,9,16.0,38,9,580793
CUST_5608,남성,휴대폰결제,부산,VVIP,1,11,20.9,45,26,736424
CUST_5609,남성,계좌이체,광주,Silver,4,22,16.1,62,35,842131
CUST_5610,남성,계좌이체,대구,VVIP,2,11,21.0,66,24,807527
CUST_5611,여성,신용카드,서울,Gold,3,6,23.4,48,17,956264
CUST_5612,여성,계좌이체,광주,Gold,2,12,24.8,54,9,193867
CUST_5613,여성,신용카드,부산,VIP,1,19,13.9,24,42,457295
CUST_5614,남성,계좌이체,광주,Bronze,3,4,31.0,38,28,62491
CUST_5615,남성,휴대폰결제,부산,VIP,2,3,23.8,41,34,566180
CUST_5616,남성,휴대폰결제,서울,VIP,1,11,20.0,40,35,952705
CUST_5617,여성,간편결제,부산,Gold,4,0,25.4,35,4,429115
CUST_5618,남성,계좌이체,부산,VIP,4,23,31.8,70,37,742701
CUST_5619,기타,휴대폰결제,서울,VIP,3,21,12.8,43,37,189949
CUST_5620,남성,계좌이체,대구,Silver,1,11,18.9,52,48,293867
CUST_5621,여성,신용카드,광주,Silver,4,23,8.1,56,15,892251
CUST_5622,기타,간편결제,서울,Bronze,4,22,21.0,29,50,122338
CUST_5623,남성,신용카드,부산,VVIP,5,15,21.8,54,22,780623
CUST_5624,기타,계좌이체,광주,Silver,1,5,19.8,66,20,865830
CUST_5625,여성,신용카드,부산,Gold,1,21,16.7,28,27,431926
CUST_5626,남성,간편결제,대구,Gold,3,4,9.8,28,32,755503
CUST_5627,남성,휴대폰결제,광주,VIP,2,10,21.9,45,7,325800
CUST_5628,기타,간편결제,광주,Bronze,2,18,27.3,34,24,784023
CUST_5629,기타,계좌이체,광주,Gold,3,12,17.0,48,5,198018
CUST_5630,남성,신용카드,경기,VVIP,3,14,22.2,43,50,173071
CUST_5631,여성,신용카드,서울,VVIP,1,5,12.2,27,3,81100
CUST_5632,기타,간편결제,대구,VVIP,2,17,22.3,32,33,700197
CUST_5633,남성,계좌이체,부산,Silver,2,0,18.0,52,4,788792
CUST_5634,여성,신용카드,광주,VVIP,3,10,16.2,48,10,66972
CUST_5635,남성,계좌이체,경기,Silver,2,6,16.2,65,45,743940
CUST_5636,기타,간편결제,경기,Gold,3,0,18.0,55,13,576316
CUST_5637,여성,간편결제,대구,VVIP,2,6,21.9,37,18,21042
CUST_5638,여성,계좌이체,부산,Silver,3,1,13.4,40,49,180395
